No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,Time 2,Time 1,,Delay,,Delay 2,Delay 1,Jitter
437,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
438,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
439,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
440,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
441,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
442,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
443,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
444,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
445,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
446,12.954147,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
447,12.954971,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
448,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
449,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
450,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
451,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
452,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
453,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
454,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
455,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
456,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
457,12.95597,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
458,12.956616,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
459,12.957553,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
460,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
461,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
462,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
463,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
464,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
465,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
466,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
467,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
468,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
469,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
470,12.961968,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
471,12.962555,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
472,12.963602,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
473,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
474,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
475,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
476,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
477,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
478,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
479,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
480,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
481,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
482,12.964089,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
483,12.965004,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
484,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
485,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
486,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
487,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
488,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
489,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
490,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
491,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
492,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
493,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
494,12.970665,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
495,12.97139,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
496,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
497,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
498,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
499,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
500,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
501,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
502,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
503,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
504,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
505,12.972629,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
506,12.973122,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
507,12.975049,192.168.1.6,118.98.109.76,UDP,89,56588  >  443 Len=47,,,,,,,,,,,,,,,,,
508,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
509,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
510,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
511,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
512,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
513,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
514,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
515,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
516,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
517,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
518,12.979142,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
519,12.979949,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
520,12.979986,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
521,12.979986,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
522,12.979986,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
523,12.979986,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
524,12.979986,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
525,12.98096,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
526,12.981108,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
527,12.981108,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
528,12.981108,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
529,12.981108,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
530,12.981108,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
531,12.982477,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
532,12.982601,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
533,12.984017,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
534,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
535,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
536,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
537,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
538,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
539,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
540,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
541,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
542,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
543,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
544,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
545,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
546,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
547,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
548,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
549,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
550,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
551,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
552,12.993175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
553,12.993989,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
554,12.994826,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
555,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
556,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
557,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
558,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
559,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
560,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
561,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
562,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
563,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
564,12.995059,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
565,12.995682,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
566,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
567,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
568,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
569,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
570,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
571,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
572,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
573,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
574,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
575,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
576,13.001489,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
577,13.002082,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
578,13.003029,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
579,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
580,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
581,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
582,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
583,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
584,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
585,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
586,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
587,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
588,13.003573,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
589,13.004322,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
590,13.004437,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
591,13.004437,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
592,13.004437,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
593,13.006177,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
594,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
595,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
596,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
597,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
598,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
599,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
600,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
601,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
602,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
603,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
604,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
605,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
606,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
607,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
608,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
609,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
610,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
611,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
612,13.014518,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
613,13.015176,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
614,13.016238,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
615,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
616,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
617,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
618,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
619,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
620,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
621,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
622,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
623,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
624,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
625,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
626,13.016434,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
627,13.017048,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
628,13.018213,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
629,13.021341,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
630,13.021341,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
631,13.021341,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
632,13.021341,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
633,13.021535,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
634,13.022389,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
635,13.022775,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
636,13.022775,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
637,13.022775,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
638,13.022775,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
639,13.022775,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
640,13.022775,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
641,13.024181,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
642,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
643,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
644,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
645,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
646,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
647,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
648,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
649,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
650,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
651,13.024789,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
652,13.025326,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
653,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
654,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
655,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
656,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
657,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
658,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
659,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
660,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
661,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
662,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
663,13.037911,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
664,13.03834,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
665,13.03834,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
666,13.03834,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
667,13.038757,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
668,13.040071,192.168.1.6,118.98.109.76,UDP,89,56588  >  443 Len=47,,,,,,,,,,,,,,,,,
669,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
